"IDENTIFIANT";"NDEG_FINESS_RPPS";"ANNEE_DE_RECEPTION";"ENCOURS_NB_RECLA_TOTAL";"ENCOURS_NB_RECLA_MOTIF_10";"ENCOURS_NB_RECLA_MOTIF_11";"ENCOURS_NB_RECLA_MOTIF_12";"ENCOURS_NB_RECLA_MOTIF_13";"ENCOURS_NB_RECLA_MOTIF_14";"ENCOURS_NB_RECLA_MOTIF_15";"ENCOURS_NB_RECLA_MOTIF_16";"ENCOURS_NB_RECLA_MOTIF_17";"ENCOURS_NB_RECLA_MOTIF_18";"ENCOURS_NB_RECLA_MOTIF_19";"ENCOURS_NB_RECLA_MOTIF_155";"ENCOURS_NB_RECLA_MOTIF_156";"CLOT_NB_RECLA_TOTAL";"CLOT_NB_RECLA_MOTIF_10";"CLOT_NB_RECLA_MOTIF_11";"CLOT_NB_RECLA_MOTIF_12";"CLOT_NB_RECLA_MOTIF_13";"CLOT_NB_RECLA_MOTIF_14";"CLOT_NB_RECLA_MOTIF_15";"CLOT_NB_RECLA_MOTIF_16";"CLOT_NB_RECLA_MOTIF_17";"CLOT_NB_RECLA_MOTIF_18";"CLOT_NB_RECLA_MOTIF_19";"CLOT_NB_RECLA_MOTIF_155";"CLOT_NB_RECLA_MOTIF_156"
"2805033352022";"280503335";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2805033432021";"280503343";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2805033432022";"280503343";"2022";;;;;;;;;;;;;;2;1;;;;1;;;;;;;
"2805033682022";"280503368";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;1;
"2805033682023";"280503368";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"2805033922022";"280503392";"2022";;;;;;;;;;;;;;3;2;1;;2;;;;;;;;
"2805033922023";"280503392";"2023";2;1;;1;1;;;1;;;;;;;;;;;;;;;;;;
"2805034002022";"280503400";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2805034262022";"280503426";"2022";1;;;1;;;;;;;;;;1;;;1;;;1;;;;;;
"2805034262023";"280503426";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"2805034342022";"280503434";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2805035582022";"280503558";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2805035822021";"280503582";"2021";;;;;;;;;;;;;;2;;;;;;1;1;;;;;1
"2805035822022";"280503582";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"2805041682021";"280504168";"2021";;;;;;;;;;;;;;3;2;;;;;;;;;;;1
"2805041682022";"280504168";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;1;
"2805042672021";"280504267";"2021";;;;;;;;;;;;;;6;;1;4;1;;1;;;;;;
"2805042672022";"280504267";"2022";;;;;;;;;;;;;;15;;;13;;1;1;;1;;;;1
"2805042672023";"280504267";"2023";3;;;3;;;;;;;;;;12;1;;7;;;1;2;;;;;
"2805046892023";"280504689";"2023";1;;;;;;1;;;;;;;;;;;;;;;;;;;
"2805048612022";"280504861";"2022";;;;;;;;;;;;;;3;;1;3;2;;1;;1;;;;
"2805048612023";"280504861";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2805049032022";"280504903";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"2805049862022";"280504986";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2805050092022";"280505009";"2022";;;;;;;;;;;;;;1;;;;;;;1;;;;;
"2805050092023";"280505009";"2023";;;;;;;;;;;;;;1;1;;;;;;;1;;;;
"2805052072022";"280505207";"2022";;;;;;;;;;;;;;3;;1;1;1;;;;;;;;1
"2805052072023";"280505207";"2023";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2805052642021";"280505264";"2021";;;;;;;;;;;;;;3;1;;1;;;;;;;;;
"2805052642022";"280505264";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2805053062021";"280505306";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2805056032022";"280505603";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2805056452022";"280505645";"2022";;;;;;;;;;;;;;2;;1;;;;;;;;;;1
"2805056452023";"280505645";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2805057772022";"280505777";"2022";;;;;;;;;;;;;;3;;;3;1;;;;;;;;
"2805058272022";"280505827";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2805058272023";"280505827";"2023";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"2805058762023";"280505876";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2805060642022";"280506064";"2022";;;;;;;;;;;;;;2;1;;;;;1;;;;;;1
"2900000252021";"290000025";"2021";;;;;;;;;;;;;;18;1;2;9;;1;2;1;;;;1;4
"2900000252022";"290000025";"2022";;;;;;;;;;;;;;15;;1;12;1;2;2;1;1;;;;
"2900000252023";"290000025";"2023";6;1;2;4;;1;2;;;;;;;5;;;5;;;3;3;;;;;
"2900000332021";"290000033";"2021";;;;;;;;;;;;;;7;;;2;;2;1;;;;;1;1
"2900000332022";"290000033";"2022";;;;;;;;;;;;;;6;1;2;1;;;;;;;;1;1
"2900000332023";"290000033";"2023";1;;;;;;;;1;;;;;;;;;;;;;;;;;
"2900000582021";"290000058";"2021";;;;;;;;;;;;;;12;1;2;7;;2;1;;1;;;1;
"2900000582022";"290000058";"2022";;;;;;;;;;;;;;19;1;2;11;2;1;6;3;;;;;
"2900000582023";"290000058";"2023";5;;;4;1;;1;1;;;;;;5;;;3;;;2;1;;;;;1
"2900000662021";"290000066";"2021";;;;;;;;;;;;;;2;1;;1;;;;;;;;;
"2900000662022";"290000066";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900000662023";"290000066";"2023";2;;;1;;;1;;;;;;;;;;;;;;;;;;;
"2900001402021";"290000140";"2021";;;;;;;;;;;;;;2;;;1;;;;;;;;;1
"2900001402022";"290000140";"2022";;;;;;;;;;;;;;2;;1;2;;;2;;;;;;
"2900001402023";"290000140";"2023";1;;;1;;;1;;;;;;;1;;1;;;;1;;1;;;;
"2900001732021";"290000173";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;;1
"2900001732022";"290000173";"2022";;;;;;;;;;;;;;2;;;1;;;2;;;;;;1
"2900001732023";"290000173";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900001812021";"290000181";"2021";;;;;;;;;;;;;;2;;;1;;;1;;;;;;1
"2900001812022";"290000181";"2022";;;;;;;;;;;;;;2;;;2;;1;1;;;;;;
"2900001812023";"290000181";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900001812024";"290000181";"2024";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900002072021";"290000207";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900002562021";"290000256";"2021";;;;;;;;;;;;;;3;;;2;;;2;;;;;;1
"2900002562022";"290000256";"2022";;;;;;;;;;;;;;4;;;2;1;;;1;;;;;1
"2900002562023";"290000256";"2023";2;;;2;;;;;;;;;;;;;;;;;;;;;;
"2900002722023";"290000272";"2023";1;;;;;;1;1;;;;;;;;;;;;;;;;;;
"2900003142021";"290000314";"2021";;;;;;;;;;;;;;2;1;;;;;1;;;;;;
"2900003142022";"290000314";"2022";;;;;;;;;;;;;;2;1;;1;2;;;1;;;;;
"2900003632021";"290000363";"2021";;;;;;;;;;;;;;2;;;1;;;;;1;;;;
"2900003712021";"290000371";"2021";;;;;;;;;;;;;;4;1;;;3;;2;;2;;;;1
"2900003712022";"290000371";"2022";;;;;;;;;;;;;;4;2;2;;4;;3;;;;;;
"2900003712023";"290000371";"2023";;;;;;;;;;;;;;1;;1;;;;1;1;;;;;
"2900004132021";"290000413";"2021";;;;;;;;;;;;;;2;;;1;1;;;;;;;;1
"2900004392022";"290000439";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900004542021";"290000454";"2021";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"2900004962022";"290000496";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900004962023";"290000496";"2023";;;;;;;;;;;;;;2;;;;1;;1;2;;;;;
"2900006112021";"290000611";"2021";;;;;;;;;;;;;;2;;;;;1;;;;;;;
"2900006292021";"290000629";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"2900006292022";"290000629";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900006862022";"290000686";"2022";;;;;;;;;;;;;;1;1;;1;1;;;;;;;;
"2900007282021";"290000728";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900007362022";"290000736";"2022";;;;;;;;;;;;;;2;2;;;;;;;;;;;
"2900007362023";"290000736";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900007852021";"290000785";"2021";;;;;;;;;;;;;;2;;;1;;;;;;;;;1
"2900007852022";"290000785";"2022";;;;;;;;;;;;;;2;1;;1;;;;;;;;;
"2900007852023";"290000785";"2023";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"2900008272023";"290000827";"2023";;;;;;;;;;;;;;1;;1;;;;;1;;;;1;
"2900008842021";"290000884";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900008922022";"290000892";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900009182021";"290000918";"2021";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"2900009342021";"290000934";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;;1
"2900009342023";"290000934";"2023";1;;1;1;;;1;;;;;;;;;;;;;;;;;;;
"2900009752021";"290000975";"2021";;;;;;;;;;;;;;2;;1;;1;;1;1;;;;;
"2900009832021";"290000983";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900020472021";"290002047";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900020962021";"290002096";"2021";;;;;;;;;;;;;;2;;;;;;1;1;;;;;
"2900020962023";"290002096";"2023";1;;;;;;;;1;;;;;;;;;;;;;;;;;
"2900021122021";"290002112";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;;2
"2900021382021";"290002138";"2021";;;;;;;;;;;;;;1;;;;1;1;;;;;;1;
"2900021462022";"290002146";"2022";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"2900021532022";"290002153";"2022";;;;;;;;;;;;;;1;1;;1;1;;;;;;;;
"2900021532023";"290002153";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900021792021";"290002179";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900021792022";"290002179";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;1;
"2900021872023";"290002187";"2023";3;1;;;1;;2;;;;;;;;;;;;;;;;;;;
"2900021952021";"290002195";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900021952022";"290002195";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900022602022";"290002260";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;2;
"2900023442021";"290002344";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900023442022";"290002344";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2900026742022";"290002674";"2022";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2900026822022";"290002682";"2022";;;;;;;;;;;;;;2;1;;1;;;1;;;;;;
"2900028982022";"290002898";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900028982023";"290002898";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900029302021";"290002930";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900039532021";"290003953";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900039532022";"290003953";"2022";;;;;;;;;;;;;;1;;;1;;;1;;;;;;
"2900039532023";"290003953";"2023";1;;;1;;;;;;;;;;1;;;;;;;;;;;;1
"2900039792022";"290003979";"2022";;;;;;;;;;;;;;1;;;1;1;;1;;;;;;
"2900039792023";"290003979";"2023";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"2900040192021";"290004019";"2021";;;;;;;;;;;;;;3;1;;1;2;;;;;;;;1
"2900040192022";"290004019";"2022";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"2900040922021";"290004092";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900041422021";"290004142";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900041422022";"290004142";"2022";;;;;;;;;;;;;;1;1;;;;;;;;1;;;
"2900042092021";"290004209";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;1
"2900043242021";"290004324";"2021";;;;;;;;;;;;;;6;;;5;;1;2;1;1;;;;
"2900043242022";"290004324";"2022";;;;;;;;;;;;;;12;3;4;3;;1;3;1;;;;;1
"2900043242023";"290004324";"2023";4;;;2;;1;1;1;;;;;;4;1;1;2;1;;1;;;;;;
"2900043402023";"290004340";"2023";1;;;1;;;;;;;;;;1;;;;;;1;;;;;;
"2900043652021";"290004365";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;1
"2900045142022";"290004514";"2022";;;;;;;;;;;;;;1;1;;;1;;;;;;;;
"2900045712022";"290004571";"2022";;;;;;;;;;;;;;2;;;;;;;;1;;;1;
"2900045972021";"290004597";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"2900046052021";"290004605";"2021";;;;;;;;;;;;;;2;;;;;;1;;;;;;1
"2900046392021";"290004639";"2021";;;;;;;;;;;;;;2;;;;;;;;;;;;2
"2900046542021";"290004654";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900046542022";"290004654";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900047042022";"290004704";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900047202023";"290004720";"2023";1;;;;;;;;;;;1;;;;;;;;;;;;;;
"2900047382022";"290004738";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900047382023";"290004738";"2023";1;1;;1;1;;;;;;;;;;;;;;;;;;;;;
"2900047952021";"290004795";"2021";;;;;;;;;;;;;;2;;;;;;;1;;;;;1
"2900049932023";"290004993";"2023";1;1;;1;;;;;1;;;;;;;;;;;;;;;;;
"2900058912023";"290005891";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"2900059092021";"290005909";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900059092022";"290005909";"2022";;;;;;;;;;;;;;1;;;;;;;;1;;;;1
"2900059172021";"290005917";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900063522022";"290006352";"2022";;;;;;;;;;;;;;2;;1;;;;;;2;;;;
"2900064022022";"290006402";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900065272022";"290006527";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900065272023";"290006527";"2023";;;;;;;;;;;;;;1;;;;;;1;1;;;;;
"2900075902021";"290007590";"2021";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900076572021";"290007657";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900076572022";"290007657";"2022";;;;;;;;;;;;;;1;;1;;1;;;;;;;;
"2900076992022";"290007699";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900078302021";"290007830";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900078302022";"290007830";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900088612022";"290008861";"2022";;;;;;;;;;;;;;2;;;;;;;;;;;1;1
"2900092242021";"290009224";"2021";;;;;;;;;;;;;;2;2;1;;1;;;;;;;;
"2900092242023";"290009224";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900094972023";"290009497";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900097112023";"290009711";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900099352021";"290009935";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900099352022";"290009935";"2022";;;;;;;;;;;;;;2;;1;1;;;;;;;;;
"2900107502023";"290010750";"2023";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900115352023";"290011535";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900120612023";"290012061";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900121522021";"290012152";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900124342021";"290012434";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900126162023";"290012616";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900168642023";"290016864";"2023";2;;;1;;;1;;;;;;;;;;;;;;;;;;;
"2900172012021";"290017201";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;
"2900172012023";"290017201";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"2900185632021";"290018563";"2021";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"2900193222022";"290019322";"2022";;;;;;;;;;;;;;1;1;;1;;;1;;;;;;
"2900197772021";"290019777";"2021";;;;;;;;;;;;;;2;;;;;;;1;;;;;1
"2900197772022";"290019777";"2022";;;;;;;;;;;;;;4;;1;3;1;;1;;;;;;
"2900197772023";"290019777";"2023";1;;;;;;;;1;;;;;1;;;1;;;1;;;;;;
"2900198192022";"290019819";"2022";;;;;;;;;;;;;;2;;;;;;;;1;;;;1
"2900199182022";"290019918";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900199422022";"290019942";"2022";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"2900199912021";"290019991";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;
"2900201632021";"290020163";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900203122021";"290020312";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900203122022";"290020312";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900205512023";"290020551";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"2900205512024";"290020551";"2024";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"2900206192021";"290020619";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900206272022";"290020627";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900210132022";"290021013";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900210132023";"290021013";"2023";;;;;;;;;;;;;;1;1;;;;;1;;;;;;
"2900210962023";"290021096";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900211872021";"290021187";"2021";;;;;;;;;;;;;;1;;1;1;1;;1;;;;;;
"2900212292023";"290021229";"2023";;;;;;;;;;;;;;;;;;;;;;;;;;
"2900215262022";"290021526";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900234152023";"290023415";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900234312021";"290023431";"2021";;;;;;;;;;;;;;2;;;;1;1;;;;;;;
"2900234492022";"290023449";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900236962023";"290023696";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"2900237532021";"290023753";"2021";;;;;;;;;;;;;;1;1;1;1;1;1;1;1;1;1;1;;
"2900237532022";"290023753";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900237532023";"290023753";"2023";;;;;;;;;;;;;;1;;;;;;;;;;;;
"2900243632023";"290024363";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"2900249592023";"290024959";"2023";1;;;;;;;1;;;;;;;;;;;;;;;;;;
"2900252042023";"290025204";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900253522022";"290025352";"2022";;;;;;;;;;;;;;1;1;1;1;1;;;;;;;;
"2900253602023";"290025360";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2900253862022";"290025386";"2022";;;;;;;;;;;;;;2;2;1;;;;2;;1;;;;
"2900254022021";"290025402";"2021";;;;;;;;;;;;;;1;1;1;;;;;;;;;;
"2900254022022";"290025402";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900254022023";"290025402";"2023";2;;1;;;;;;;;;;;1;1;;;;;;;;;;;
"2900300062022";"290030006";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"2900301542021";"290030154";"2021";;;;;;;;;;;;;;4;1;1;1;1;;;;;;;;2
"2900301542022";"290030154";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2900301622023";"290030162";"2023";;;;;;;;;;;;;;1;;;;;;;;1;;;;
"2900301882023";"290030188";"2023";2;;2;;;;1;1;;;;;;;;;;;;;;;;;;
"2900304282023";"290030428";"2023";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"2900306342022";"290030634";"2022";;;;;;;;;;;;;;1;;;;;;;;;;;1;
"2900309232021";"290030923";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900309232024";"290030923";"2024";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"2900309562021";"290030956";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900313682021";"290031368";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900313682022";"290031368";"2022";;;;;;;;;;;;;;2;;1;;;;;;;;;1;
"2900318062021";"290031806";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900318142023";"290031814";"2023";1;;;;1;;;;;;;;;;;;;;;;;;;;;
"2900319962022";"290031996";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900320022021";"290032002";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900320442022";"290032044";"2022";1;;;1;;;;;;;;;;;;;;;;;;;;;;
"2900320442023";"290032044";"2023";1;;;1;1;;;;;;;;;;;;;;;;;;;;;
"2900326892023";"290032689";"2023";;;;;;;;;;;;;;1;1;;;1;;1;;;;;;
"2900328382022";"290032838";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2900329112021";"290032911";"2021";;;;;;;;;;;;;;1;1;;1;;;;;;;;;
"2900329372022";"290032937";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900331662021";"290033166";"2021";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2900334552022";"290033455";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900336612023";"290033661";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"2900358072022";"290035807";"2022";;;;;;;;;;;;;;1;;;1;1;;;;;;;;
"2900358072023";"290035807";"2023";1;;1;;;;;;;;;;;2;;;1;;;1;;;;;;
"2900359062021";"290035906";"2021";;;;;;;;;;;;;;2;;1;1;;;;;;;;;
"2900365402022";"290036540";"2022";;;;;;;;;;;;;;3;2;2;1;;;1;1;;;;;
"2900365402023";"290036540";"2023";1;1;1;;;;;;;;;;;;;;;;;;;;;;;
"2900367062021";"290036706";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2900367062023";"290036706";"2023";1;1;;;;;;;;;;;;;;;;;;;;;;;;
"2900375482021";"290037548";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2900378112021";"290037811";"2021";;;;;;;;;;;;;;2;1;;;;;;1;;;;;
"2900378112022";"290037811";"2022";;;;;;;;;;;;;;4;;4;;;;1;;;;;;
"2900382722023";"290038272";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"2A00000222021";"2A0000022";"2021";;;;;;;;;;;;;;6;;2;4;1;;2;;;;;;1
"2A00000222022";"2A0000022";"2022";;;;;;;;;;;;;;10;;4;9;1;;5;2;;;;;
"2A00000302021";"2A0000030";"2021";;;;;;;;;;;;;;1;;;;1;1;;;;;;;
"2A00001542021";"2A0000154";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00001542022";"2A0000154";"2022";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2A00001542023";"2A0000154";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"2A00001962021";"2A0000196";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00002122023";"2A0000212";"2023";1;;;1;;;1;;;;;;;1;;;1;;;;;;;;;
"2A00002612021";"2A0000261";"2021";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"2A00002872021";"2A0000287";"2021";;;;;;;;;;;;;;3;;2;;;;1;;;;;;1
"2A00002872022";"2A0000287";"2022";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2A00003602021";"2A0000360";"2021";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"2A00004102021";"2A0000410";"2021";;;;;;;;;;;;;;2;;;;2;;;;;;;;
"2A00008992021";"2A0000899";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00010042021";"2A0001004";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;1
"2A00012282022";"2A0001228";"2022";;;;;;;;;;;;;;2;;1;;;;1;;;;;;
"2A00017982022";"2A0001798";"2022";;;;;;;;;;;;;;2;;1;1;1;;;;;;;;
"2A00017982023";"2A0001798";"2023";;;;;;;;;;;;;;1;;1;;1;;1;;;;;;
"2A00019882021";"2A0001988";"2021";;;;;;;;;;;;;;1;;;;;;;;;;;;
"2A00020512022";"2A0002051";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00020512023";"2A0002051";"2023";;;;;;;;;;;;;;1;;;;;;1;;;;;;
"2A00023092023";"2A0002309";"2023";1;;1;;;;;;;;;;;;;;;;;;;;;;;
"2A00023412021";"2A0002341";"2021";;;;;;;;;;;;;;1;;;;1;;;;;;;;1
"2A00029782021";"2A0002978";"2021";;;;;;;;;;;;;;1;;1;1;;;;;;;;;
"2A00029782023";"2A0002978";"2023";1;;;;;;;;;;;;;;;;;;;;;;;;;
"2A00032812021";"2A0003281";"2021";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00032812022";"2A0003281";"2022";1;;1;;;;1;;;;;;;;;;;;;;;;;;;
"2A00032992023";"2A0003299";"2023";1;;1;;1;;1;;;;;;;;;;;;;;;;;;;
"2A00034972022";"2A0003497";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2A00038692022";"2A0003869";"2022";;;;;;;;;;;;;;1;;1;;;;1;;;;;;
"2A00048422023";"2A0004842";"2023";5;;3;3;1;2;4;;;;;;;2;;;1;;;2;;;;;;
"2A00225542023";"2A0022554";"2023";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2A00227782023";"2A0022778";"2023";1;;1;;1;;1;;;;;;;;;;;;;;;;;;;
"2A00230992022";"2A0023099";"2022";;;;;;;;;;;;;;1;1;;;;;;;;;;;
"2A00230992023";"2A0023099";"2023";1;;1;;1;;1;;;;;;;;;;;;;;;;;;;
"2B00000122021";"2B0000012";"2021";;;;;;;;;;;;;;5;;2;2;1;;1;;;;;;1
"2B00000122022";"2B0000012";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2B00000122023";"2B0000012";"2023";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2B00000382022";"2B0000038";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2B00000382023";"2B0000038";"2023";1;;1;;;;;;;;;;;1;;;1;;;1;;;;;;
"2B00001452022";"2B0000145";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
"2B00004002022";"2B0000400";"2022";;;;;;;;;;;;;;1;;;;;1;;;;;;;
"2B00013412021";"2B0001341";"2021";;;;;;;;;;;;;;1;;;1;;;;;;;;;
"2B00013412022";"2B0001341";"2022";;;;;;;;;;;;;;1;;1;;;;;;;;;;
